SOURCE_ID,n_rows,n_violations,n_hpv,n_frv,n_with_ea,n_with_eval,n_in_pipeline,has_penalty,total_penalty,earliest_viol,latest_viol
IL000109035AFJ,2,1,0,2,2,0,2,FALSE,0,2024-12-25,2024-12-25
IL000111015ADG,2,1,0,2,2,0,2,TRUE,500,2022-07-30,2022-07-30
IL000111025ADB,2,1,0,2,2,0,2,TRUE,91000,2022-03-10,2022-03-10
IL000111025ADR,1,1,0,1,1,0,1,FALSE,0,2026-03-07,2026-03-07
IL000111030AAU,1,1,0,1,1,0,1,FALSE,0,2026-02-13,2026-02-13
IL000111040AAD,2,2,0,2,2,0,2,FALSE,0,2022-01-10,2023-03-23
IL000111060ACA,2,1,0,2,2,0,2,FALSE,0,2017-05-01,2017-05-01
IL000111065ACZ,2,1,0,2,2,0,2,FALSE,0,2025-07-03,2025-07-03
IL000111075AAH,2,1,0,2,2,0,2,FALSE,0,2016-08-09,2016-08-09
IL000111080AAD,2,1,0,2,2,0,2,FALSE,0,2024-04-29,2024-04-29
IL000111095ABI,2,1,0,2,2,0,2,FALSE,0,2023-11-02,2023-11-02
IL000111801ABB,2,1,0,2,2,0,2,FALSE,0,2017-05-01,2017-05-01
IL000111801ABL,2,1,0,2,2,0,2,FALSE,0,2024-04-28,2024-04-28
IL000111811AAM,2,1,0,2,2,0,2,FALSE,0,2020-07-16,2020-07-16
IL000111811AAT,2,1,0,2,2,0,2,TRUE,8000,2018-06-15,2018-06-15
IL000111812AAB,2,1,0,2,2,0,2,FALSE,0,2025-06-15,2025-06-15
IL000113020AFN,2,1,0,2,2,0,2,FALSE,0,2024-07-30,2024-07-30
IL000113045AAA,6,3,0,6,6,0,6,TRUE,8000,2017-11-14,2019-06-15
IL000113090AHW,2,1,0,2,2,0,2,FALSE,0,2023-07-20,2023-07-20
IL000113100AAB,2,1,0,2,2,0,2,FALSE,0,2025-11-17,2025-11-17
IL000113804AAR,4,2,0,4,4,0,4,FALSE,0,2020-05-24,2022-12-15
IL000113804ABA,2,1,0,2,2,0,2,FALSE,0,2020-06-15,2020-06-15
IL000113813AAB,1,1,0,1,1,0,1,FALSE,0,2025-01-13,2025-01-13
IL000113816AAC,2,1,0,2,2,0,2,FALSE,0,2020-04-29,2020-04-29
IL000113825AAG,2,1,0,2,2,0,2,FALSE,0,2023-10-09,2023-10-09
IL000115015AAE,13,9,1,12,12,0,13,FALSE,0,2019-12-02,2026-03-01
IL000115015AAT,5,3,2,3,5,2,5,FALSE,0,2017-01-23,2024-09-04
IL000115015ABP,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000115015ABX,7,4,2,5,7,2,7,TRUE,97500,2017-09-27,2023-07-24
IL000115015AGL,2,1,0,2,2,0,2,FALSE,0,2019-06-23,2019-06-23
IL000115015AKA,1,1,0,1,1,0,1,FALSE,0,2021-07-30,2021-07-30
IL000115015AOO,1,1,0,1,1,0,1,FALSE,0,2024-11-11,2024-11-11
IL000115015BCL,2,1,0,2,2,0,2,FALSE,0,2017-08-24,2017-08-24
IL000115015BVK,2,1,0,2,2,0,2,FALSE,0,2024-12-25,2024-12-25
IL000115021AAA,2,1,0,2,2,0,2,FALSE,0,2020-03-04,2020-03-04
IL000115810AAA,8,6,5,3,8,3,8,TRUE,98000,2016-06-01,2025-11-17
IL000119010AAE,5,4,0,5,5,0,5,FALSE,0,2020-03-23,2022-09-06
IL000119010AEA,2,1,0,2,2,0,2,FALSE,0,2020-03-19,2020-03-19
IL000119010AOI,2,1,0,2,2,0,2,FALSE,0,2019-06-15,2019-06-15
IL000119010AZG,2,1,0,2,2,0,2,FALSE,0,2025-05-14,2025-05-14
IL000119020ABG,2,1,0,2,2,0,2,FALSE,0,2023-05-04,2023-05-04
IL000119040AAT,3,2,0,3,3,0,3,FALSE,0,2016-06-27,2023-08-02
IL000119040ABI,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000119040ABJ,4,3,0,4,3,0,4,FALSE,0,2018-05-27,2019-11-18
IL000119040ASW,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000119040ATD,3,2,0,3,3,0,3,FALSE,0,2022-08-03,2025-05-04
IL000119040ATF,2,1,0,2,2,0,2,FALSE,0,2024-07-30,2024-07-30
IL000119040ATN,4,2,2,2,4,0,4,FALSE,0,2016-09-04,2022-07-20
IL000119040ATS,2,1,0,2,2,0,2,FALSE,0,2017-05-01,2017-05-01
IL000119040BEG,2,1,0,2,2,0,2,FALSE,0,2020-03-18,2020-03-18
IL000119050AAD,2,1,0,2,2,0,2,FALSE,0,2020-07-16,2020-07-16
IL000119050ABM,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000119090AAA,4,3,0,4,3,0,4,FALSE,0,2021-06-02,2025-03-26
IL000119090AAF,2,1,0,2,2,0,2,FALSE,0,2020-10-19,2020-10-19
IL000119090AAU,2,1,0,2,2,0,2,FALSE,0,2018-04-16,2018-04-16
IL000119097AAC,2,1,0,2,2,0,2,FALSE,0,2018-01-31,2018-01-31
IL000119100ABE,2,1,0,2,2,0,2,FALSE,0,2022-05-31,2022-05-31
IL000119105AAJ,2,1,0,2,2,0,2,TRUE,5000,2017-05-01,2017-05-01
IL000119105AAY,2,1,0,2,2,0,2,TRUE,18240,2022-02-02,2022-02-02
IL000119115AAY,4,2,0,4,4,0,4,FALSE,0,2021-03-18,2022-06-21
IL000119465AAG,11,8,0,11,11,0,11,FALSE,0,2017-07-27,2026-04-15
IL000119465ACG,2,1,0,2,2,0,2,FALSE,0,2025-05-14,2025-05-14
IL000119465ACP,1,1,0,1,1,0,1,FALSE,0,2026-03-18,2026-03-18
IL000119801AAA,2,1,0,2,2,0,2,FALSE,0,2023-08-31,2023-08-31
IL000119801AAE,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000119801AAU,2,1,0,2,2,0,2,FALSE,0,2021-03-15,2021-03-15
IL000119813AAI,5,4,4,1,5,2,5,FALSE,0,2012-09-02,2023-02-08
IL000119821AAB,1,1,0,1,1,0,1,FALSE,0,2021-10-26,2021-10-26
IL000121045AAF,8,4,0,8,8,0,8,FALSE,0,2019-09-07,2023-07-24
IL000121422ABP,2,1,0,2,2,0,2,TRUE,75000,2021-05-29,2021-05-29
IL000121810AAA,1,1,0,1,1,0,1,FALSE,0,2025-10-14,2025-10-14
IL000121813AAA,3,2,2,1,3,2,3,FALSE,0,2017-08-10,2023-06-12
IL000123025AAG,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000123803AAJ,6,4,1,5,6,0,6,FALSE,0,2013-08-28,2023-05-26
IL000123803AAL,2,1,0,2,2,0,2,FALSE,0,2020-02-04,2020-02-04
IL000125808AAA,2,1,0,2,2,0,2,FALSE,0,2018-12-07,2018-12-07
IL000127854AAC,2,1,0,2,2,0,2,FALSE,0,2019-08-04,2019-08-04
IL000127854AAD,1,1,0,1,1,0,1,FALSE,0,2017-03-13,2017-03-13
IL000127855AAA,2,1,0,2,2,0,2,FALSE,0,2022-10-31,2022-10-31
IL000129858AAC,2,1,0,2,2,0,2,FALSE,0,2025-10-27,2025-10-27
IL000131005AAU,2,1,0,2,2,0,2,FALSE,0,2018-08-13,2018-08-13
IL000131025AAB,1,1,0,1,1,0,1,FALSE,0,2025-12-07,2025-12-07
IL000131805AAE,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000135030AAU,2,1,0,2,2,0,2,FALSE,0,2019-06-15,2019-06-15
IL000135803AAB,2,1,0,2,2,0,2,FALSE,0,2021-01-07,2021-01-07
IL000135809AAA,2,1,0,2,2,0,2,FALSE,0,2023-08-02,2023-08-02
IL000135815AAE,2,1,0,2,2,0,2,FALSE,0,2023-08-21,2023-08-21
IL000135815AAG,3,2,0,3,3,0,3,FALSE,0,2021-03-12,2021-10-16
IL000137020ACZ,2,1,0,2,2,0,2,FALSE,0,2023-04-22,2023-04-22
IL000137020ADS,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000137020ADT,2,1,0,2,2,0,2,FALSE,0,2021-05-09,2021-05-09
IL000137854AAB,2,1,0,2,2,0,2,FALSE,0,2016-06-27,2016-06-27
IL000137867AAA,2,1,0,2,2,0,2,FALSE,0,2019-08-01,2019-08-01
IL000139030AAB,1,1,0,1,1,0,1,FALSE,0,2025-09-26,2025-09-26
IL000139030AAE,2,1,0,2,2,0,2,TRUE,13500,2020-09-02,2020-09-02
IL000139404AAH,2,1,0,2,2,0,2,FALSE,0,2020-06-21,2020-06-21
IL000141015AAA,2,1,0,2,2,0,2,TRUE,15000,2020-06-15,2020-06-15
IL000141017AAC,4,2,0,4,4,0,4,FALSE,0,2019-11-26,2024-01-30
IL000141050ABH,2,1,0,2,2,0,2,TRUE,34500,2018-11-20,2018-11-20
IL000141050ABP,9,5,0,9,9,0,9,TRUE,110000,2016-09-02,2023-01-31
IL000141050ABU,4,2,0,4,4,0,4,TRUE,35000,2017-08-15,2020-09-11
IL000141050AES,3,1,0,3,3,0,3,FALSE,0,2025-06-12,2025-06-12
IL000141811AAE,2,1,0,2,2,0,2,TRUE,65000,2019-07-14,2019-07-14
IL000141817AAI,1,1,0,1,1,0,1,FALSE,0,2025-04-16,2025-04-16
IL000141824AAB,2,1,0,2,2,0,2,FALSE,0,2019-09-10,2019-09-10
IL000143020ABD,1,1,0,1,1,0,1,FALSE,0,2022-04-27,2022-04-27
IL000143065AEL,1,1,0,1,1,0,1,FALSE,0,2024-03-15,2024-03-15
IL000143065AJE,14,7,0,14,14,0,14,FALSE,0,2017-09-20,2024-07-30
IL000143065APZ,1,1,0,1,1,0,1,FALSE,0,2025-11-22,2025-11-22
IL000143065AQT,2,1,0,2,2,0,2,FALSE,0,2023-02-14,2023-02-14
IL000143065AXN,2,1,0,2,2,0,2,FALSE,0,2022-07-30,2022-07-30
IL000143065AYO,3,2,0,3,3,0,3,FALSE,0,2020-06-15,2023-10-03
IL000143805AAA,5,3,0,5,5,0,5,FALSE,0,2018-03-06,2025-09-03
IL000145010AAT,2,1,0,2,2,0,2,FALSE,0,2019-12-21,2019-12-21
IL000145010ABR,2,1,0,2,2,0,2,FALSE,0,2023-04-23,2023-04-23
IL000145842AAA,2,1,0,2,2,0,2,FALSE,0,2021-12-23,2021-12-23
IL000147035AAH,5,3,0,5,5,0,5,FALSE,0,2021-07-30,2023-05-07
IL000149808AAB,4,2,0,4,4,0,4,FALSE,0,2017-04-13,2020-04-03
IL000149808AAH,2,1,0,2,2,0,2,FALSE,0,2021-01-14,2021-01-14
IL000149816AAA,2,1,0,2,2,0,2,FALSE,0,2025-05-28,2025-05-28
IL000149820AAB,2,1,0,2,2,0,2,FALSE,0,2019-03-31,2019-03-31
IL000153010AAD,4,2,0,4,4,0,4,FALSE,0,2019-12-07,2020-08-31
IL000153855AAA,3,2,0,3,3,0,3,FALSE,0,2023-09-15,2025-08-06
IL000155010AAJ,14,7,0,14,14,0,14,FALSE,0,2017-11-05,2023-11-20
IL000155800AAE,2,1,0,2,2,0,2,FALSE,0,2019-06-15,2019-06-15
IL000159020AAV,2,2,0,2,2,0,2,FALSE,0,2021-10-28,2025-09-04
IL000159020ABQ,2,1,0,2,2,0,2,FALSE,0,2017-03-14,2017-03-14
IL000161025ACA,2,1,0,2,2,0,2,FALSE,0,2025-06-15,2025-06-15
IL000161040ABE,1,1,0,1,1,0,1,FALSE,0,2022-12-19,2022-12-19
IL000161040ABO,2,1,0,2,2,0,2,FALSE,0,2017-05-01,2017-05-01
IL000161045AAK,2,1,0,2,2,0,2,TRUE,75000,2020-10-27,2020-10-27
IL000161045AAU,1,1,0,1,1,0,1,FALSE,0,2025-06-15,2025-06-15
IL000161045AJC,1,1,0,1,1,0,1,FALSE,0,2017-05-01,2017-05-01
IL000161055AAA,1,1,0,1,1,0,1,FALSE,0,2025-11-13,2025-11-13
IL000161065AAW,1,1,0,1,1,0,1,FALSE,0,2025-12-30,2025-12-30
IL000161065ADX,1,1,0,1,1,0,1,FALSE,0,2017-05-01,2017-05-01
IL000161065AGM,1,1,0,1,1,0,1,FALSE,0,2021-07-30,2021-07-30
IL000161065AUU,2,1,0,2,2,0,2,FALSE,0,2023-07-30,2023-07-30
IL000161065AXF,2,1,0,2,2,0,2,FALSE,0,2025-06-15,2025-06-15
IL000161807AAA,6,4,0,6,6,0,6,FALSE,0,2022-09-19,2025-11-24
IL000161807AAN,2,1,0,2,2,0,2,FALSE,0,2022-01-16,2022-01-16
IL000161810AAF,2,1,0,2,2,0,2,TRUE,5000,2018-06-15,2018-06-15
IL000161815AAE,2,1,0,2,2,0,2,FALSE,0,2023-07-26,2023-07-26
IL000161817AAA,8,4,0,8,8,0,8,FALSE,0,2020-04-27,2024-01-15
IL000161817AAI,2,1,0,2,2,0,2,FALSE,0,2019-03-23,2019-03-23
IL000163005AAE,2,1,0,2,2,0,2,FALSE,0,2018-08-26,2018-08-26
IL000163010AFL,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000163020AAB,4,2,0,4,4,0,4,FALSE,0,2019-07-25,2025-06-24
IL000163020AAK,1,1,0,1,0,0,0,FALSE,0,2020-07-14,2020-07-14
IL000163020AAQ,2,1,0,2,2,0,2,FALSE,0,2022-07-20,2022-07-20
IL000163020AAR,2,1,0,2,2,0,2,FALSE,0,2024-07-30,2024-07-30
IL000163020ACG,2,1,0,2,2,0,2,FALSE,0,2022-05-20,2022-05-20
IL000163025ABC,2,1,0,2,2,0,2,FALSE,0,2020-06-15,2020-06-15
IL000163035AAV,5,2,0,5,5,0,5,TRUE,394250,2020-02-05,2021-07-30
IL000163045AFM,2,2,0,2,1,0,2,FALSE,0,2025-11-25,2026-03-20
IL000163045AGG,4,2,0,4,4,0,4,FALSE,0,2016-06-27,2017-05-01
IL000163045AGL,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000163050AAA,6,3,0,6,6,0,6,TRUE,12000,2018-10-31,2021-07-30
IL000163050AAD,2,1,0,2,2,0,2,FALSE,0,2023-08-27,2023-08-27
IL000163060AAI,2,1,0,2,2,0,2,TRUE,15000,2016-06-27,2016-06-27
IL000163060AAW,1,1,0,1,0,0,0,FALSE,0,2021-06-11,2021-06-11
IL000163085AAH,3,3,0,3,3,1,3,FALSE,0,2023-05-07,2024-07-30
IL000163121AAB,10,7,0,10,10,0,10,FALSE,0,2021-03-07,2026-03-08
IL000163121AAC,1,1,1,0,1,0,1,FALSE,0,2025-12-01,2025-12-01
IL000163121AAM,2,1,0,2,2,0,2,FALSE,0,2023-06-15,2023-06-15
IL000163121AAU,2,1,0,2,2,0,2,FALSE,0,2021-03-14,2021-03-14
IL000163121AAV,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000163121AAY,4,2,0,4,4,0,4,FALSE,0,2019-06-15,2021-05-02
IL000163121ABD,2,1,0,2,2,0,2,FALSE,0,2021-01-23,2021-01-23
IL000163121ABS,1,1,0,1,1,0,1,FALSE,0,2025-07-16,2025-07-16
IL000163802AAC,2,1,0,2,2,0,2,FALSE,0,2023-07-25,2023-07-25
IL000163809AAL,1,1,0,1,1,0,1,FALSE,0,2025-12-09,2025-12-09
IL000163819AAC,2,2,0,2,2,0,2,FALSE,0,2022-05-31,2023-03-03
IL000163819AAR,2,1,0,2,2,0,2,FALSE,0,2017-09-17,2017-09-17
IL000165015AAA,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000165015AAE,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000165020AFU,2,1,0,2,2,0,2,FALSE,0,2024-07-30,2024-07-30
IL000167120AAO,1,1,0,1,1,0,1,FALSE,0,2021-10-15,2021-10-15
IL000167120ACK,3,2,0,3,3,0,3,FALSE,0,2021-06-15,2023-11-13
IL000167801AAA,2,1,2,0,2,2,2,FALSE,0,2023-01-09,2023-01-09
IL000167806AAE,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000167822AAB,1,1,0,1,1,0,1,FALSE,0,2023-11-26,2023-11-26
IL000167822AAF,2,1,0,2,2,0,2,FALSE,0,2017-08-14,2017-08-14
IL000167822ABM,1,1,0,1,1,0,1,FALSE,0,2026-01-03,2026-01-03
IL000167822ACD,2,1,0,2,2,0,2,FALSE,0,2024-12-25,2024-12-25
IL000169811AAH,1,1,0,1,1,0,1,FALSE,0,2017-05-21,2017-05-21
IL000171005AAA,2,1,0,2,2,0,2,FALSE,0,2020-06-15,2020-06-15
IL000171030AAA,2,1,0,2,2,0,2,FALSE,0,2019-11-15,2019-11-15
IL000171851AAA,2,1,0,2,2,0,2,FALSE,0,2018-04-15,2018-04-15
IL000173025AAB,1,1,0,1,1,0,1,FALSE,0,2025-06-15,2025-06-15
IL000173030AAG,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000177020ADM,2,1,0,2,2,0,2,FALSE,0,2021-03-20,2021-03-20
IL000177035AAB,2,1,0,2,2,0,2,FALSE,0,2020-06-15,2020-06-15
IL000177801AAD,2,1,0,2,2,0,2,FALSE,0,2023-08-10,2023-08-10
IL000177802AAA,4,2,0,4,4,0,4,FALSE,0,2020-04-09,2025-09-10
IL000177807AAP,1,1,0,1,1,0,1,FALSE,0,2025-11-29,2025-11-29
IL000177811AAA,2,1,0,2,2,0,2,FALSE,0,2017-05-01,2017-05-01
IL000179010AAB,2,1,0,2,2,0,2,FALSE,0,2017-10-18,2017-10-18
IL000179015AAX,2,1,0,2,2,0,2,FALSE,0,2024-07-30,2024-07-30
IL000179020AAB,2,1,0,2,2,0,2,FALSE,0,2024-05-27,2024-05-27
IL000179020ACS,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000179020ADF,2,1,0,2,2,0,2,FALSE,0,2021-06-15,2021-06-15
IL000179045AAB,2,1,0,2,2,0,2,FALSE,0,2025-01-15,2025-01-15
IL000179050ACR,2,1,0,2,2,0,2,FALSE,0,2017-08-15,2017-08-15
IL000179060AAD,14,8,8,6,14,8,14,FALSE,0,2018-01-28,2025-11-17
IL000179060ACR,6,3,2,4,6,2,6,FALSE,0,2018-02-25,2021-08-12
IL000179060ADA,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000179473AAG,1,1,0,1,1,0,1,FALSE,0,2025-11-10,2025-11-10
IL000179473AEG,2,2,0,2,2,0,2,FALSE,0,2023-05-29,2024-07-30
IL000179801AAI,1,1,0,1,1,0,1,FALSE,0,2025-09-28,2025-09-28
IL000179801AAQ,2,1,0,2,2,0,2,FALSE,0,2018-06-18,2018-06-18
IL000183020AAF,3,2,0,3,3,0,3,TRUE,124000,2019-06-15,2022-10-13
IL000183020ABT,3,2,0,3,3,0,3,FALSE,0,2022-10-10,2026-04-05
IL000183020AHH,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000183020ANT,2,1,0,2,2,0,2,FALSE,0,2017-08-09,2017-08-09
IL000183020BAI,1,1,0,1,0,0,0,FALSE,0,2025-07-28,2025-07-28
IL000183040AAD,1,1,0,1,1,0,1,FALSE,0,2024-02-12,2024-02-12
IL000183804AAL,5,4,1,4,5,1,5,FALSE,0,2017-03-20,2023-04-11
IL000183814AAC,2,1,0,2,2,0,2,FALSE,0,2023-05-03,2023-05-03
IL000187801AAD,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000189020AAC,2,1,0,2,2,0,2,FALSE,0,2023-07-19,2023-07-19
IL000189808AAB,8,4,0,8,8,0,8,FALSE,0,2021-02-26,2023-04-09
IL000191035AAA,2,1,0,2,2,0,2,FALSE,0,2019-06-15,2019-06-15
IL000191801AAE,2,1,0,2,2,0,2,FALSE,0,2022-08-26,2022-08-26
IL000191803AAA,2,1,0,2,2,0,2,FALSE,0,2023-07-17,2023-07-17
IL000193015AAL,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000193807AAD,2,1,0,2,2,0,2,FALSE,0,2023-07-11,2023-07-11
IL000195040AAH,4,2,0,4,4,0,4,FALSE,0,2018-06-15,2021-07-30
IL000195809AAS,1,1,0,1,1,0,1,FALSE,0,2021-02-08,2021-02-08
IL000195814AAF,2,1,0,2,2,0,2,FALSE,0,2016-07-07,2016-07-07
IL000195818AAU,2,1,0,2,2,0,2,FALSE,0,2024-07-30,2024-07-30
IL000195819AAC,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000197030AAO,2,1,0,2,2,0,2,FALSE,0,2021-07-05,2021-07-05
IL000197035AAN,2,1,0,2,2,0,2,FALSE,0,2019-06-15,2019-06-15
IL000197035ABD,4,2,0,4,4,0,4,FALSE,0,2022-09-05,2024-05-05
IL000197040AAT,4,2,0,4,4,0,4,TRUE,5000,2018-06-15,2019-06-15
IL000197045ABO,2,1,0,2,2,0,2,FALSE,0,2023-07-03,2023-07-03
IL000197050AGY,1,1,0,1,1,0,1,FALSE,0,2025-08-25,2025-08-25
IL000197065AAK,1,1,0,1,1,0,1,FALSE,0,2025-12-18,2025-12-18
IL000197065AAL,2,1,0,2,2,0,2,FALSE,0,2017-09-04,2017-09-04
IL000197070AAX,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000197070ADZ,1,1,0,1,1,0,1,FALSE,0,2026-01-09,2026-01-09
IL000197075AAA,2,1,0,2,2,0,2,FALSE,0,2021-06-07,2021-06-07
IL000197080AAC,2,1,0,2,2,0,2,FALSE,0,2022-09-26,2022-09-26
IL000197080AAT,3,2,0,3,3,0,3,FALSE,0,2022-07-30,2025-09-08
IL000197090AAI,3,2,2,1,3,2,3,FALSE,0,2019-08-06,2025-10-21
IL000197090AAV,2,1,0,2,2,0,2,FALSE,0,2019-06-15,2019-06-15
IL000197090ABJ,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000197090ABM,1,1,0,1,1,0,1,FALSE,0,2021-07-30,2021-07-30
IL000197090AFP,2,1,0,2,2,0,2,FALSE,0,2020-02-13,2020-02-13
IL000197415AAH,2,1,0,2,2,0,2,FALSE,0,2020-03-16,2020-03-16
IL000197415ABA,2,1,0,2,2,0,2,FALSE,0,2019-06-15,2019-06-15
IL000197415ABZ,2,1,0,2,2,0,2,FALSE,0,2017-06-03,2017-06-03
IL000197415ACH,2,1,0,2,2,0,2,TRUE,7000,2019-06-15,2019-06-15
IL000197415ACJ,2,1,0,2,2,0,2,FALSE,0,2020-08-05,2020-08-05
IL000197415AEI,2,1,0,2,2,0,2,TRUE,5000,2021-10-31,2021-10-31
IL000197429AAG,2,1,0,2,2,0,2,TRUE,40000,2018-07-30,2018-07-30
IL000197441ABE,4,2,0,4,4,0,4,TRUE,5000,2018-06-15,2019-06-15
IL000197445AAS,2,1,0,2,2,0,2,FALSE,0,2018-11-14,2018-11-14
IL000197445AAY,2,1,0,2,2,0,2,FALSE,0,2021-10-04,2021-10-04
IL000197445AQL,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000197445ASV,1,1,0,1,0,0,0,FALSE,0,2021-06-23,2021-06-23
IL000197800AAA,2,1,0,2,2,0,2,FALSE,0,2017-07-01,2017-07-01
IL000197800AAD,2,1,0,2,2,0,2,FALSE,0,2024-05-02,2024-05-02
IL000197800AAE,14,8,6,8,14,6,14,TRUE,458645,2017-09-18,2023-12-31
IL000197800AAM,5,2,3,2,5,3,5,FALSE,0,2019-09-21,2020-10-04
IL000197800AAR,5,3,0,5,4,0,5,FALSE,0,2021-12-29,2026-04-17
IL000197800AAU,8,4,0,8,8,0,8,FALSE,0,2017-08-01,2022-11-16
IL000197800ABS,4,2,0,4,4,0,4,FALSE,0,2020-06-15,2024-07-30
IL000197800ABU,2,1,2,0,2,2,2,FALSE,0,2018-03-26,2018-03-26
IL000197800ABZ,24,11,0,24,24,0,24,TRUE,85000,2016-11-20,2025-01-13
IL000197800ACA,2,1,0,2,2,0,2,FALSE,0,2023-11-02,2023-11-02
IL000197803AAU,2,1,0,2,2,0,2,FALSE,0,2016-06-27,2016-06-27
IL000197803ABK,2,1,0,2,2,0,2,FALSE,0,2020-07-07,2020-07-07
IL000197803ABS,2,1,0,2,2,0,2,FALSE,0,2020-06-15,2020-06-15
IL000197803ABU,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000197805AAP,1,1,0,1,1,0,1,FALSE,0,2025-02-01,2025-02-01
IL000197807AAB,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000197809ACI,3,2,0,3,3,0,3,FALSE,0,2021-07-04,2021-10-09
IL000197809ADL,2,1,0,2,2,0,2,TRUE,2500,2017-08-09,2017-08-09
IL000197810ABQ,1,1,0,1,1,0,1,FALSE,0,2025-08-17,2025-08-17
IL000197811AAA,4,2,0,4,4,0,4,FALSE,0,2023-08-15,2024-06-04
IL000197814AAD,3,2,0,3,3,0,3,FALSE,0,2021-07-30,2022-07-17
IL000197820ACB,2,1,0,2,2,0,2,FALSE,0,2020-11-27,2020-11-27
IL000197899AAC,2,1,0,2,2,0,2,FALSE,0,2018-11-11,2018-11-11
IL000199055ABY,4,2,0,4,4,0,4,FALSE,0,2018-06-15,2019-06-15
IL000199055ACH,4,2,0,4,4,0,4,FALSE,0,2020-01-24,2025-06-09
IL000199055AEW,2,1,0,2,2,0,2,FALSE,0,2024-03-21,2024-03-21
IL000199853AAB,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000199856AAC,2,1,0,2,2,0,2,FALSE,0,2022-09-17,2022-09-17
IL000199862AAB,2,1,0,2,2,0,2,FALSE,0,2020-05-04,2020-05-04
IL000199862AAS,3,1,0,3,3,0,3,FALSE,0,2025-06-09,2025-06-09
IL000201017AAE,2,1,0,2,2,0,2,FALSE,0,2016-06-03,2016-06-03
IL000201017AAF,2,2,0,2,2,0,2,FALSE,0,2021-07-28,2024-05-20
IL000201025AAA,2,1,0,2,2,0,2,FALSE,0,2021-07-30,2021-07-30
IL000201030ABZ,1,1,0,1,1,0,1,FALSE,0,2025-11-11,2025-11-11
IL000201030AEJ,1,1,0,1,1,0,1,FALSE,0,2017-05-01,2017-05-01
IL000201030AEY,2,1,0,2,2,0,2,FALSE,0,2023-01-28,2023-01-28
IL000201030AMM,2,1,0,2,2,0,2,TRUE,76874,2018-08-10,2018-08-10
IL000201030API,2,1,0,2,2,0,2,TRUE,5000,2023-11-20,2023-11-20
IL000201030AQZ,1,1,0,1,1,0,1,FALSE,0,2024-02-01,2024-02-01
IL000201030AYB,1,1,0,1,1,0,1,FALSE,0,2025-12-31,2025-12-31
IL000201030BBG,2,1,0,2,2,0,2,FALSE,0,2018-06-15,2018-06-15
IL000201030BCF,2,1,0,2,2,0,2,FALSE,0,2017-01-27,2017-01-27
IL000201030CAG,1,1,0,1,1,0,1,FALSE,0,2026-01-24,2026-01-24
IL000201030CFB,1,1,1,0,1,1,1,FALSE,0,2020-01-01,2020-01-01
IL000201030CJJ,2,1,0,2,2,0,2,FALSE,0,2020-06-15,2020-06-15
IL000201030DAP,2,1,0,2,2,0,2,FALSE,0,2024-10-07,2024-10-07
IL000201045AAT,2,1,0,2,2,0,2,FALSE,0,2022-04-17,2022-04-17
IL000201801AAF,3,3,0,3,3,0,3,FALSE,0,2019-09-14,2022-08-25
IL000201808ACJ,2,1,0,2,2,0,2,FALSE,0,2021-01-31,2021-01-31
IL000201809AAM,1,1,0,1,0,0,0,FALSE,0,2021-06-14,2021-06-14
IL000203445AAF,2,1,0,2,2,0,2,FALSE,0,2023-08-14,2023-08-14
IL000203809AAR,1,1,0,1,1,0,1,FALSE,0,2025-10-12,2025-10-12
IL000203815AAD,2,1,0,2,2,0,2,FALSE,0,2019-01-17,2019-01-17
