AFS_ID,n_exact_frs_candidates,n_exact_frs_candidates_with_air,n_exact_frs_candidates_with_icis,max_frs_candidate_rules,n_exact_icis_candidates,max_icis_candidate_rules,has_any_exact_frs_candidate,has_any_exact_icis_candidate
1709700109,1,1,1,3,1,3,TRUE,TRUE
1709700110,0,0,0,0,0,0,FALSE,FALSE
1709700111,1,1,1,3,1,3,TRUE,TRUE
1709700112,1,1,1,1,1,3,TRUE,TRUE
1709700113,1,1,1,3,1,3,TRUE,TRUE
1709700114,2,1,1,2,1,2,TRUE,TRUE
1709700115,2,2,2,2,2,3,TRUE,TRUE
1709700116,1,1,1,3,1,3,TRUE,TRUE
1709700117,1,1,1,2,1,3,TRUE,TRUE
1709700118,1,0,0,1,1,1,TRUE,TRUE
1709700119,1,1,1,3,1,3,TRUE,TRUE
1709700120,2,1,1,2,2,3,TRUE,TRUE
1709700121,1,1,1,3,1,3,TRUE,TRUE
1709700122,1,1,1,3,1,3,TRUE,TRUE
1709700123,1,1,1,2,1,3,TRUE,TRUE
1709700124,2,1,1,3,1,3,TRUE,TRUE
1709700125,2,1,1,3,1,3,TRUE,TRUE
1709700126,1,1,1,3,1,3,TRUE,TRUE
1709700127,1,1,1,2,1,3,TRUE,TRUE
1709700128,1,1,1,3,1,3,TRUE,TRUE
1709700129,1,1,1,2,1,3,TRUE,TRUE
1709700130,0,0,0,0,1,3,FALSE,TRUE
1709700131,1,1,1,3,1,3,TRUE,TRUE
1709700132,1,1,1,3,1,3,TRUE,TRUE
1709700133,0,0,0,0,1,3,FALSE,TRUE
1709700134,1,1,1,1,1,3,TRUE,TRUE
1709700135,1,1,1,3,1,3,TRUE,TRUE
1709700136,1,1,1,2,1,3,TRUE,TRUE
1709700137,1,1,1,3,1,3,TRUE,TRUE
1709700138,1,1,1,2,1,3,TRUE,TRUE
1709700139,1,1,1,3,1,3,TRUE,TRUE
1709700140,1,1,1,3,1,3,TRUE,TRUE
1709700141,1,1,1,3,1,3,TRUE,TRUE
1709700142,1,1,1,3,1,3,TRUE,TRUE
1709700143,0,0,0,0,1,3,FALSE,TRUE
1709700144,1,1,1,2,1,3,TRUE,TRUE
1709700145,0,0,0,0,1,1,FALSE,TRUE
1709700146,1,1,1,2,1,3,TRUE,TRUE
1709700147,1,1,1,1,2,3,TRUE,TRUE
1709700148,1,1,1,2,1,3,TRUE,TRUE
1709700149,1,1,1,1,2,3,TRUE,TRUE
1709700150,1,1,1,3,1,3,TRUE,TRUE
1709700151,1,1,1,3,1,3,TRUE,TRUE
1709700152,1,1,1,2,1,3,TRUE,TRUE
1709700153,0,0,0,0,0,0,FALSE,FALSE
1709700154,1,1,1,2,1,3,TRUE,TRUE
1709700155,1,1,1,3,1,3,TRUE,TRUE
1709700156,1,1,1,2,1,3,TRUE,TRUE
1709700157,1,1,1,2,1,3,TRUE,TRUE
1709700158,1,1,1,3,1,3,TRUE,TRUE
1709700159,1,1,1,3,1,3,TRUE,TRUE
1709700160,1,1,1,3,1,3,TRUE,TRUE
1709700161,1,1,1,2,1,3,TRUE,TRUE
1709700162,1,1,1,1,1,3,TRUE,TRUE
1709700163,1,1,1,3,1,3,TRUE,TRUE
1709700164,3,1,1,3,1,3,TRUE,TRUE
1709700165,1,1,1,3,1,3,TRUE,TRUE
1709700166,0,0,0,0,1,3,FALSE,TRUE
1709700167,1,1,1,3,1,3,TRUE,TRUE
1709700168,1,1,1,3,1,3,TRUE,TRUE
1709700169,1,1,1,3,1,3,TRUE,TRUE
1709700170,2,1,1,3,1,3,TRUE,TRUE
1709700171,1,1,1,2,1,2,TRUE,TRUE
1709700172,1,1,1,2,1,3,TRUE,TRUE
1709700173,1,1,1,3,1,3,TRUE,TRUE
1709700174,0,0,0,0,0,0,FALSE,FALSE
1709700175,0,0,0,0,1,3,FALSE,TRUE
1709700176,0,0,0,0,1,3,FALSE,TRUE
1709700177,3,1,1,2,1,2,TRUE,TRUE
1709700178,2,2,2,2,3,3,TRUE,TRUE
1709700179,1,1,1,1,0,0,TRUE,FALSE
1709700180,1,1,1,3,1,2,TRUE,TRUE
1709700181,2,2,2,2,2,3,TRUE,TRUE
1709700182,5,4,4,2,4,3,TRUE,TRUE
1709700183,1,1,1,1,1,3,TRUE,TRUE
1709700184,1,1,1,2,1,3,TRUE,TRUE
1709700185,2,1,1,3,1,3,TRUE,TRUE
1709700186,1,1,1,2,1,3,TRUE,TRUE
1709700187,1,1,1,3,1,3,TRUE,TRUE
1709700188,1,1,1,3,1,3,TRUE,TRUE
1709700189,1,1,1,3,1,3,TRUE,TRUE
1709700190,1,1,1,3,1,3,TRUE,TRUE
1709700191,1,1,1,1,1,1,TRUE,TRUE
1709700192,6,2,2,2,4,2,TRUE,TRUE
1709700193,1,0,0,1,0,0,TRUE,FALSE
1709700194,0,0,0,0,1,3,FALSE,TRUE
1709700195,1,1,1,1,0,0,TRUE,FALSE
1709700196,1,1,1,2,1,3,TRUE,TRUE
1709700197,1,1,1,2,1,3,TRUE,TRUE
1709700198,0,0,0,0,0,0,FALSE,FALSE
1709700199,1,1,1,3,1,3,TRUE,TRUE
1709700200,1,1,1,3,1,3,TRUE,TRUE
1709700201,1,1,1,2,1,2,TRUE,TRUE
1709700202,1,1,1,3,1,3,TRUE,TRUE
1709700203,1,1,1,3,1,3,TRUE,TRUE
1709700204,1,1,1,2,1,3,TRUE,TRUE
1709700205,1,1,1,2,1,3,TRUE,TRUE
1709700206,2,1,1,1,2,1,TRUE,TRUE
1709700207,1,1,1,2,1,3,TRUE,TRUE
1709700208,2,2,2,3,2,3,TRUE,TRUE
1709700209,1,1,1,3,1,3,TRUE,TRUE
1709700210,0,0,0,0,0,0,FALSE,FALSE
1709700211,0,0,0,0,2,3,FALSE,TRUE
1709700212,0,0,0,0,1,1,FALSE,TRUE
1709700213,2,1,1,2,1,3,TRUE,TRUE
1709700214,1,1,1,1,0,0,TRUE,FALSE
1709700215,1,1,1,3,1,3,TRUE,TRUE
1709700216,1,1,1,2,1,3,TRUE,TRUE
1709700217,1,1,1,2,1,3,TRUE,TRUE
1709700218,1,1,1,2,1,3,TRUE,TRUE
1709700219,1,1,1,3,1,3,TRUE,TRUE
1709700220,1,1,1,3,1,3,TRUE,TRUE
1709700221,1,1,1,3,1,3,TRUE,TRUE
1709700222,1,1,1,1,1,1,TRUE,TRUE
1709700223,1,1,1,1,1,3,TRUE,TRUE
1709700224,1,1,1,3,1,3,TRUE,TRUE
1709700225,1,1,1,3,1,3,TRUE,TRUE
1709700226,1,1,1,2,1,3,TRUE,TRUE
1709700227,1,1,1,3,1,3,TRUE,TRUE
1709700228,1,1,1,3,1,3,TRUE,TRUE
1709700229,1,1,1,2,1,3,TRUE,TRUE
1709700230,1,1,1,3,1,3,TRUE,TRUE
1709700231,2,1,1,3,1,3,TRUE,TRUE
1709700232,1,1,1,1,1,3,TRUE,TRUE
1709700233,1,1,1,3,1,3,TRUE,TRUE
1709700234,1,1,1,3,1,3,TRUE,TRUE
1709700235,1,1,1,3,2,3,TRUE,TRUE
1709700236,1,1,1,3,1,3,TRUE,TRUE
1709700237,1,1,1,3,1,3,TRUE,TRUE
1709700238,0,0,0,0,1,3,FALSE,TRUE
1709700239,1,1,1,3,1,3,TRUE,TRUE
1709700240,1,1,1,2,1,3,TRUE,TRUE
1709700241,1,1,1,3,1,3,TRUE,TRUE
1709700242,1,1,1,3,1,3,TRUE,TRUE
1709700243,1,1,1,3,1,3,TRUE,TRUE
1709700244,1,1,1,3,1,3,TRUE,TRUE
1709700245,2,1,1,3,1,3,TRUE,TRUE
1709700246,4,1,1,3,1,3,TRUE,TRUE
1709700247,1,1,1,2,1,3,TRUE,TRUE
1709700248,1,1,1,3,1,3,TRUE,TRUE
1709700249,1,1,1,1,1,3,TRUE,TRUE
1709700250,1,1,1,3,1,3,TRUE,TRUE
1709700251,1,1,1,2,1,3,TRUE,TRUE
1709700252,0,0,0,0,1,3,FALSE,TRUE
1709700253,1,1,1,3,1,3,TRUE,TRUE
1709700254,1,1,1,3,1,3,TRUE,TRUE
1709700255,1,1,1,2,1,3,TRUE,TRUE
1709700256,1,1,1,3,1,3,TRUE,TRUE
1709700257,1,1,1,1,1,3,TRUE,TRUE
1709700258,1,1,1,2,1,3,TRUE,TRUE
1709700259,1,1,1,3,1,3,TRUE,TRUE
1709700260,3,2,2,2,2,3,TRUE,TRUE
1709700261,3,2,2,2,2,3,TRUE,TRUE
1709700262,1,1,1,2,1,3,TRUE,TRUE
1709700263,1,1,1,3,1,3,TRUE,TRUE
1709700264,1,1,1,3,2,3,TRUE,TRUE
1709700265,1,1,1,3,1,3,TRUE,TRUE
1709700266,1,1,1,3,1,3,TRUE,TRUE
1709700267,2,1,1,2,1,3,TRUE,TRUE
1709700268,1,1,1,1,1,3,TRUE,TRUE
1709700269,1,1,1,3,1,3,TRUE,TRUE
1709700270,2,1,1,3,1,3,TRUE,TRUE
1709700271,1,1,1,2,1,3,TRUE,TRUE
1709700272,1,1,1,3,1,3,TRUE,TRUE
1709700273,1,1,1,3,1,3,TRUE,TRUE
1709700274,1,1,1,2,1,3,TRUE,TRUE
1709700275,2,2,2,3,1,3,TRUE,TRUE
1709700276,2,2,2,1,2,1,TRUE,TRUE
1709700277,3,2,2,3,2,3,TRUE,TRUE
1709700278,1,1,1,3,1,3,TRUE,TRUE
1709700279,0,0,0,0,1,3,FALSE,TRUE
1709700280,1,1,1,3,1,3,TRUE,TRUE
1709700281,1,1,1,2,1,3,TRUE,TRUE
1709700282,1,1,1,2,1,2,TRUE,TRUE
1709700283,1,1,1,1,0,0,TRUE,FALSE
1709700284,1,1,1,3,1,3,TRUE,TRUE
1709700285,3,1,1,2,1,3,TRUE,TRUE
1709700286,1,1,1,3,1,3,TRUE,TRUE
1709700287,1,1,1,2,1,3,TRUE,TRUE
1709700288,1,1,1,3,1,3,TRUE,TRUE
1709700289,1,1,1,3,1,3,TRUE,TRUE
1709700290,2,1,1,3,1,3,TRUE,TRUE
1709700291,2,2,2,2,2,3,TRUE,TRUE
1709700292,1,1,1,3,1,3,TRUE,TRUE
1709700293,2,2,2,1,1,3,TRUE,TRUE
1709700294,2,1,1,3,1,3,TRUE,TRUE
1709700295,1,1,1,2,1,3,TRUE,TRUE
1709700296,1,1,1,2,1,3,TRUE,TRUE
1709700297,0,0,0,0,1,3,FALSE,TRUE
1709700298,1,1,1,3,1,3,TRUE,TRUE
1709700299,1,1,1,2,1,3,TRUE,TRUE
1709700300,1,1,1,3,1,3,TRUE,TRUE
1709700301,1,1,1,3,1,3,TRUE,TRUE
1709700302,2,1,1,3,1,3,TRUE,TRUE
1709700303,3,2,2,3,2,3,TRUE,TRUE
1709700304,1,1,1,2,1,3,TRUE,TRUE
1709700305,1,1,1,2,1,3,TRUE,TRUE
1709700306,1,1,1,3,1,3,TRUE,TRUE
1709700307,1,1,1,2,1,3,TRUE,TRUE
1709700308,1,1,1,2,1,3,TRUE,TRUE
1709700309,1,1,1,2,1,3,TRUE,TRUE
1709700310,1,1,1,3,1,3,TRUE,TRUE
1709700311,1,1,1,3,1,3,TRUE,TRUE
1709700312,1,1,1,1,1,1,TRUE,TRUE
1709700313,2,1,1,3,1,3,TRUE,TRUE
1709700314,1,1,1,2,1,3,TRUE,TRUE
1709700315,1,1,1,3,1,3,TRUE,TRUE
1709700316,2,2,2,3,2,3,TRUE,TRUE
1709700317,1,1,1,3,1,3,TRUE,TRUE
1709700318,2,1,1,2,1,1,TRUE,TRUE
1709700319,3,3,3,3,3,3,TRUE,TRUE
1709700320,3,3,3,3,3,3,TRUE,TRUE
1709700321,1,1,1,2,1,3,TRUE,TRUE
1709700322,3,3,3,3,3,3,TRUE,TRUE
1709700323,1,1,1,3,1,3,TRUE,TRUE
1709700324,1,1,1,1,1,3,TRUE,TRUE
1709700325,1,1,1,3,1,3,TRUE,TRUE
1709700326,2,0,0,3,1,3,TRUE,TRUE
1709700327,1,1,1,3,1,3,TRUE,TRUE
1709700328,3,3,3,2,3,3,TRUE,TRUE
1709700329,1,1,1,2,1,3,TRUE,TRUE
1709700330,2,1,1,3,1,3,TRUE,TRUE
1709700331,2,1,1,3,1,3,TRUE,TRUE
1709700332,1,1,1,3,1,3,TRUE,TRUE
1709700333,1,1,1,3,1,3,TRUE,TRUE
1709700334,1,1,1,3,1,3,TRUE,TRUE
1709700335,1,1,1,2,0,0,TRUE,FALSE
1709700336,1,1,1,2,1,3,TRUE,TRUE
1709700337,1,1,1,1,1,3,TRUE,TRUE
1709700338,1,1,1,2,1,2,TRUE,TRUE
1709700339,1,1,1,2,1,3,TRUE,TRUE
1709700340,1,1,1,2,1,3,TRUE,TRUE
1709700341,2,1,1,2,1,3,TRUE,TRUE
1709700342,0,0,0,0,0,0,FALSE,FALSE
1709700343,1,1,1,3,1,3,TRUE,TRUE
1709700344,2,1,1,3,1,3,TRUE,TRUE
1709700345,1,1,1,3,1,3,TRUE,TRUE
1709700346,1,1,1,2,1,3,TRUE,TRUE
1709700347,1,1,1,1,1,3,TRUE,TRUE
1709700348,1,1,1,3,1,3,TRUE,TRUE
1709700349,1,1,1,3,1,3,TRUE,TRUE
1709700350,1,1,1,2,1,3,TRUE,TRUE
1709700351,1,1,1,2,1,3,TRUE,TRUE
1709700352,1,1,1,3,1,3,TRUE,TRUE
1709700353,1,1,1,2,1,3,TRUE,TRUE
1709700354,0,0,0,0,0,0,FALSE,FALSE
1709700355,1,1,1,3,1,3,TRUE,TRUE
1709700356,2,2,2,3,2,3,TRUE,TRUE
1709700357,2,1,1,3,1,3,TRUE,TRUE
1709700358,1,1,1,3,1,3,TRUE,TRUE
1709700359,1,1,1,2,1,3,TRUE,TRUE
1709700360,1,1,1,3,1,3,TRUE,TRUE
1709700361,1,1,1,2,1,3,TRUE,TRUE
1709700362,1,1,1,3,1,3,TRUE,TRUE
1709700363,1,1,1,2,1,3,TRUE,TRUE
1709700364,1,1,1,3,1,3,TRUE,TRUE
1709700365,1,1,1,2,1,3,TRUE,TRUE
1709700366,1,1,1,2,1,3,TRUE,TRUE
1709700367,0,0,0,0,1,1,FALSE,TRUE
1709700368,1,1,1,3,1,3,TRUE,TRUE
1709700369,1,1,1,3,1,3,TRUE,TRUE
1709700370,1,1,1,3,1,3,TRUE,TRUE
1709700371,1,1,1,3,1,3,TRUE,TRUE
1709700372,1,1,1,3,1,3,TRUE,TRUE
1709700373,1,1,1,3,1,3,TRUE,TRUE
1709700374,1,1,1,3,1,3,TRUE,TRUE
1709700375,1,1,1,3,2,3,TRUE,TRUE
1709700376,1,1,1,2,1,3,TRUE,TRUE
1709700377,1,1,1,2,1,3,TRUE,TRUE
1709700378,1,1,1,3,1,3,TRUE,TRUE
1709700379,1,1,1,3,1,3,TRUE,TRUE
1709700380,2,1,1,1,1,3,TRUE,TRUE
1709700381,1,1,1,3,1,3,TRUE,TRUE
1709700382,1,1,1,3,1,3,TRUE,TRUE
1709700383,3,2,2,3,2,3,TRUE,TRUE
1709700384,0,0,0,0,1,3,FALSE,TRUE
1709700385,0,0,0,0,1,3,FALSE,TRUE
1709700387,2,2,2,3,2,3,TRUE,TRUE
1709700388,1,1,1,3,1,3,TRUE,TRUE
1709700389,1,1,1,3,1,3,TRUE,TRUE
1709700390,1,1,1,3,1,3,TRUE,TRUE
1709700391,1,1,1,1,1,3,TRUE,TRUE
1709700392,1,1,1,3,1,3,TRUE,TRUE
1709700393,1,1,1,3,1,3,TRUE,TRUE
1709700394,1,1,1,3,1,3,TRUE,TRUE
1709700395,2,2,2,3,1,3,TRUE,TRUE
1709700396,1,1,1,3,1,3,TRUE,TRUE
1709700397,1,1,1,3,1,3,TRUE,TRUE
1709700398,2,1,1,2,1,3,TRUE,TRUE
1709700399,1,1,1,2,1,3,TRUE,TRUE
1709700400,1,1,1,3,1,3,TRUE,TRUE
1709700401,0,0,0,0,1,3,FALSE,TRUE
1709700402,1,1,1,2,1,3,TRUE,TRUE
1709700403,1,1,1,3,1,3,TRUE,TRUE
1709700404,1,1,1,3,1,3,TRUE,TRUE
1709700405,1,1,1,2,1,3,TRUE,TRUE
1709700406,1,1,1,2,1,3,TRUE,TRUE
1709700407,1,1,1,3,1,3,TRUE,TRUE
1709700408,1,1,1,3,1,3,TRUE,TRUE
1709700409,1,1,1,2,1,3,TRUE,TRUE
1709700410,2,2,2,1,2,3,TRUE,TRUE
1709700411,1,1,1,3,1,3,TRUE,TRUE
1709700412,2,2,2,3,2,3,TRUE,TRUE
1709700413,2,1,1,3,1,3,TRUE,TRUE
1709700414,1,1,1,3,1,3,TRUE,TRUE
1709700415,1,1,1,2,1,3,TRUE,TRUE
1709700416,0,0,0,0,0,0,FALSE,FALSE
1709700417,1,1,1,3,1,3,TRUE,TRUE
1709700418,1,1,1,3,1,3,TRUE,TRUE
1709700419,1,1,1,3,1,3,TRUE,TRUE
1709700420,1,1,1,1,1,3,TRUE,TRUE
1709700421,1,1,1,2,1,2,TRUE,TRUE
1709700422,1,1,1,3,1,3,TRUE,TRUE
1709700423,1,1,1,3,1,3,TRUE,TRUE
1709700424,1,1,1,3,1,3,TRUE,TRUE
1709700425,1,1,1,2,1,3,TRUE,TRUE
1709700426,1,1,1,3,1,3,TRUE,TRUE
1709700427,1,1,1,3,1,3,TRUE,TRUE
1709700428,1,1,1,2,1,3,TRUE,TRUE
1709700429,1,1,1,2,1,3,TRUE,TRUE
1709700430,1,1,1,3,1,3,TRUE,TRUE
1709700431,1,1,1,3,1,3,TRUE,TRUE
1709700432,1,1,1,2,1,2,TRUE,TRUE
1709700433,1,1,1,3,1,3,TRUE,TRUE
1709700434,1,0,0,2,1,2,TRUE,TRUE
1709700435,1,1,1,3,1,3,TRUE,TRUE
1709700436,1,1,1,2,1,3,TRUE,TRUE
1709700437,1,1,1,3,1,3,TRUE,TRUE
1709700438,1,1,1,3,1,3,TRUE,TRUE
1709700439,2,2,2,2,2,3,TRUE,TRUE
1709700440,1,1,1,3,2,3,TRUE,TRUE
1709700441,1,1,1,2,1,3,TRUE,TRUE
1709700442,2,1,1,2,1,3,TRUE,TRUE
1709700443,1,1,1,3,1,3,TRUE,TRUE
1709700444,1,1,1,2,1,3,TRUE,TRUE
1709700445,1,1,1,3,1,3,TRUE,TRUE
1709700446,2,1,1,2,1,3,TRUE,TRUE
1709700447,1,1,1,3,1,3,TRUE,TRUE
1709700448,2,1,1,3,1,3,TRUE,TRUE
1709700449,1,1,1,3,1,3,TRUE,TRUE
1709700450,5,4,4,3,4,3,TRUE,TRUE
1709700451,0,0,0,0,1,3,FALSE,TRUE
1709700452,0,0,0,0,0,0,FALSE,FALSE
1709700453,1,1,1,2,2,3,TRUE,TRUE
1709700455,1,1,1,3,1,3,TRUE,TRUE
1709700456,1,1,1,3,1,3,TRUE,TRUE
1709700457,1,1,1,3,1,3,TRUE,TRUE
1709700458,1,0,0,1,0,0,TRUE,FALSE
1709700459,1,1,1,3,1,3,TRUE,TRUE
1709700460,1,1,1,3,1,3,TRUE,TRUE
1709700461,0,0,0,0,1,3,FALSE,TRUE
1709700462,1,1,1,1,1,3,TRUE,TRUE
1709700463,1,1,1,3,1,3,TRUE,TRUE
1709700464,2,1,1,3,1,3,TRUE,TRUE
1709700465,1,1,1,2,1,3,TRUE,TRUE
1709700466,1,1,1,2,1,3,TRUE,TRUE
1709700467,1,1,1,2,1,3,TRUE,TRUE
1709700468,1,1,1,1,1,3,TRUE,TRUE
1709700469,1,1,1,3,1,3,TRUE,TRUE
1709700470,1,1,1,2,1,3,TRUE,TRUE
1709700471,1,1,1,2,1,3,TRUE,TRUE
1709700472,2,1,1,2,1,3,TRUE,TRUE
1709700473,1,1,1,2,1,3,TRUE,TRUE
1709700474,0,0,0,0,0,0,FALSE,FALSE
1709700475,1,1,1,3,1,3,TRUE,TRUE
1709700476,1,1,1,2,1,3,TRUE,TRUE
1709700477,1,1,1,1,1,3,TRUE,TRUE
1709700478,0,0,0,0,1,3,FALSE,TRUE
1709700479,1,1,1,3,2,3,TRUE,TRUE
1709700480,2,2,2,2,2,3,TRUE,TRUE
1709700481,1,1,1,3,1,3,TRUE,TRUE
1709700482,1,1,1,2,1,3,TRUE,TRUE
1709700483,0,0,0,0,0,0,FALSE,FALSE
1709700484,1,1,1,1,1,1,TRUE,TRUE
1709700485,0,0,0,0,1,2,FALSE,TRUE
1709700486,1,1,1,1,1,3,TRUE,TRUE
1709700487,0,0,0,0,1,3,FALSE,TRUE
1709700488,1,1,1,3,1,3,TRUE,TRUE
1709700489,1,1,1,2,1,3,TRUE,TRUE
1709700490,0,0,0,0,0,0,FALSE,FALSE
1709700491,1,0,0,3,1,3,TRUE,TRUE
1709700492,1,1,1,3,1,3,TRUE,TRUE
1709700493,1,1,1,2,1,3,TRUE,TRUE
1709700494,1,1,1,3,1,3,TRUE,TRUE
1709700495,1,1,1,3,1,3,TRUE,TRUE
1709700496,1,1,1,2,1,3,TRUE,TRUE
1709700497,1,1,1,1,1,3,TRUE,TRUE
1709700498,2,1,1,2,1,3,TRUE,TRUE
1709700499,1,1,1,2,1,3,TRUE,TRUE
1709700500,1,1,1,2,1,3,TRUE,TRUE
1709700501,1,1,1,3,1,3,TRUE,TRUE
1709700502,3,2,2,3,2,2,TRUE,TRUE
1709700503,1,1,1,2,1,3,TRUE,TRUE
1709700504,1,1,1,2,1,3,TRUE,TRUE
1709700505,3,2,2,3,2,3,TRUE,TRUE
1709700506,1,1,1,2,1,3,TRUE,TRUE
1709700507,2,1,1,2,1,2,TRUE,TRUE
1709700508,1,1,1,3,1,3,TRUE,TRUE
1709700509,1,1,1,3,1,3,TRUE,TRUE
1709700510,2,1,1,3,1,3,TRUE,TRUE
1709700511,2,1,1,3,1,3,TRUE,TRUE
1709700512,1,1,1,3,1,3,TRUE,TRUE
1709700513,3,3,3,3,3,3,TRUE,TRUE
1709700517,3,3,3,3,2,3,TRUE,TRUE
1709700518,2,1,1,3,1,3,TRUE,TRUE
1709700519,1,1,1,3,1,3,TRUE,TRUE
1709700521,1,1,1,1,1,3,TRUE,TRUE
1709700522,1,1,1,2,1,2,TRUE,TRUE
1709700523,1,1,1,2,1,3,TRUE,TRUE
1709700524,1,1,1,1,1,1,TRUE,TRUE
1709700525,1,1,1,1,1,1,TRUE,TRUE
1709700526,1,1,1,2,1,3,TRUE,TRUE
1709700527,1,1,1,3,1,3,TRUE,TRUE
1709700528,1,1,1,3,1,3,TRUE,TRUE
1709700529,3,1,1,3,2,3,TRUE,TRUE
1709700530,1,1,1,1,1,1,TRUE,TRUE
1709700531,2,1,1,3,1,3,TRUE,TRUE
1709700532,2,2,2,2,1,3,TRUE,TRUE
1709700533,1,1,1,1,1,1,TRUE,TRUE
1709700534,1,1,1,3,1,3,TRUE,TRUE
1709700535,1,1,1,3,1,3,TRUE,TRUE
1709700536,1,1,1,3,1,3,TRUE,TRUE
1709700537,1,1,1,1,1,1,TRUE,TRUE
1709700538,1,1,1,2,1,3,TRUE,TRUE
1709700539,1,1,1,3,1,1,TRUE,TRUE
1709700540,1,1,1,3,1,3,TRUE,TRUE
1709700541,3,3,3,1,3,3,TRUE,TRUE
1709700542,2,2,2,3,2,3,TRUE,TRUE
1709700545,3,3,3,3,3,3,TRUE,TRUE
1709700546,1,1,1,1,1,3,TRUE,TRUE
1709700547,1,1,1,3,1,3,TRUE,TRUE
1709700548,3,1,1,3,1,3,TRUE,TRUE
1709700549,2,2,2,3,1,3,TRUE,TRUE
1709700551,2,1,1,3,1,3,TRUE,TRUE
1709700553,1,1,1,3,1,3,TRUE,TRUE
1709700554,1,1,1,3,1,3,TRUE,TRUE
1709700555,1,1,1,3,1,3,TRUE,TRUE
1709700556,1,1,1,3,1,3,TRUE,TRUE
1709700558,1,1,1,1,1,3,TRUE,TRUE
1709700560,1,1,1,1,1,1,TRUE,TRUE
1709700561,1,1,1,1,1,1,TRUE,TRUE
1709700562,1,0,0,1,0,0,TRUE,FALSE
1709700563,2,1,1,3,1,3,TRUE,TRUE
1709700564,1,1,1,3,1,3,TRUE,TRUE
1709700565,1,1,1,1,1,1,TRUE,TRUE
1709700566,1,1,1,2,1,3,TRUE,TRUE
1709700567,1,1,1,3,1,3,TRUE,TRUE
1709700568,1,1,1,2,1,3,TRUE,TRUE
1709700569,3,2,2,2,2,3,TRUE,TRUE
1709700570,2,2,2,2,3,2,TRUE,TRUE
1709700573,2,1,1,2,3,3,TRUE,TRUE
1709700574,1,1,1,3,1,3,TRUE,TRUE
1709700575,2,1,1,2,1,3,TRUE,TRUE
1709700576,1,1,1,2,1,1,TRUE,TRUE
1709700577,1,1,1,1,1,1,TRUE,TRUE
1709700579,1,1,1,3,1,3,TRUE,TRUE
1709700580,1,1,1,3,1,3,TRUE,TRUE
1709700581,2,1,1,2,1,3,TRUE,TRUE
1709700582,1,1,1,3,1,3,TRUE,TRUE
1709700583,1,1,1,3,1,3,TRUE,TRUE
1709700584,1,1,1,3,1,3,TRUE,TRUE
1709700585,1,1,1,1,1,1,TRUE,TRUE
1709700586,1,1,1,3,1,3,TRUE,TRUE
1709700587,3,2,2,3,2,3,TRUE,TRUE
1709700588,1,1,1,3,1,3,TRUE,TRUE
1709700589,1,1,1,3,1,3,TRUE,TRUE
1709700590,1,1,1,3,2,3,TRUE,TRUE
1709700591,2,1,1,1,2,3,TRUE,TRUE
1709700592,2,1,1,3,1,3,TRUE,TRUE
1709700593,2,1,1,2,1,3,TRUE,TRUE
1709700594,1,1,1,3,1,3,TRUE,TRUE
1709700595,1,1,1,3,1,3,TRUE,TRUE
1709700596,1,1,1,3,1,3,TRUE,TRUE
1709700597,2,1,1,1,1,3,TRUE,TRUE
1709700598,3,1,1,3,1,3,TRUE,TRUE
1709700599,1,1,1,3,1,2,TRUE,TRUE
1709700600,2,2,2,3,2,3,TRUE,TRUE
1709700601,1,1,1,3,1,3,TRUE,TRUE
1709700602,2,2,2,3,2,2,TRUE,TRUE
1709700603,1,1,1,1,1,3,TRUE,TRUE
1709700604,1,1,1,1,1,3,TRUE,TRUE
1709700605,2,2,2,1,3,3,TRUE,TRUE
1709700606,0,0,0,0,2,3,FALSE,TRUE
1709700607,1,1,1,3,1,3,TRUE,TRUE
1709700608,3,3,3,2,4,3,TRUE,TRUE
1709700609,1,1,1,3,1,3,TRUE,TRUE
1709700610,1,1,1,3,1,3,TRUE,TRUE
1709700611,1,1,1,3,2,3,TRUE,TRUE
1709700612,1,1,1,3,1,1,TRUE,TRUE
1709700613,1,1,1,3,1,3,TRUE,TRUE
1709700614,1,1,1,1,1,1,TRUE,TRUE
1709700615,1,1,1,1,1,1,TRUE,TRUE
1709700616,1,1,1,3,1,3,TRUE,TRUE
1709700617,1,1,1,1,1,1,TRUE,TRUE
1709700618,1,1,1,3,1,3,TRUE,TRUE
1709700619,2,2,2,3,1,3,TRUE,TRUE
1709700620,2,2,2,3,2,3,TRUE,TRUE
1709700621,2,2,2,3,2,3,TRUE,TRUE
1709700622,1,1,1,2,1,3,TRUE,TRUE
1709700623,1,1,1,1,3,3,TRUE,TRUE
1709700624,2,2,2,3,2,3,TRUE,TRUE
1709700625,1,1,1,1,3,3,TRUE,TRUE
1709700626,1,1,1,3,1,3,TRUE,TRUE
1709700627,1,1,1,3,1,3,TRUE,TRUE
1709700628,2,1,1,1,1,1,TRUE,TRUE
1709700629,2,1,1,1,1,1,TRUE,TRUE
1709700630,1,1,1,3,1,3,TRUE,TRUE
1709700631,1,1,1,1,3,3,TRUE,TRUE
1709700632,2,2,2,3,2,3,TRUE,TRUE
1709700633,1,1,1,3,1,3,TRUE,TRUE
1709700634,1,1,1,3,1,2,TRUE,TRUE
1709700635,2,1,1,3,2,2,TRUE,TRUE
1709700636,1,1,1,3,1,3,TRUE,TRUE
1709700637,1,1,1,3,1,3,TRUE,TRUE
